id,combinacao,fold,y_true,y_pred,y_prob
Malignant_26,img_original,3,1,1,"[0.008527712896466255, 0.9914723038673401]"
Malignant_27,img_original,3,1,1,"[0.002897965256124735, 0.9971019625663757]"
Malignant_36,img_original,3,1,1,"[0.033311571925878525, 0.9666884541511536]"
Malignant_37,img_original,3,1,1,"[0.004079085309058428, 0.9959208965301514]"
Malignant_41,img_original,3,1,1,"[0.01776277646422386, 0.9822371602058411]"
Malignant_45,img_original,3,1,1,"[0.015406088903546333, 0.9845938682556152]"
Malignant_48,img_original,3,1,1,"[0.0021298646461218596, 0.9978700876235962]"
Malignant_50,img_original,3,1,1,"[9.878551645670086e-05, 0.9999011754989624]"
Malignant_55,img_original,3,1,1,"[0.002802593633532524, 0.9971973896026611]"
Malignant_56,img_original,3,1,1,"[0.0002778393682092428, 0.9997221827507019]"
Malignant_58,img_original,3,1,1,"[0.03694722056388855, 0.9630528092384338]"
Malignant_62,img_original,3,1,1,"[2.8586091502802446e-05, 0.9999713897705078]"
Malignant_81,img_original,3,1,1,"[0.0004533736500889063, 0.9995465874671936]"
Malignant_84,img_original,3,1,1,"[5.2450166549533606e-05, 0.9999475479125977]"
Malignant_88,img_original,3,1,1,"[0.00046236577327363193, 0.9995377063751221]"
Benign_10,img_original,4,0,0,"[0.9995062351226807, 0.0004937974736094475]"
Benign_14,img_original,4,0,0,"[0.9999302625656128, 6.9741829065606e-05]"
Benign_17,img_original,4,0,0,"[0.9715781807899475, 0.02842179499566555]"
Benign_18,img_original,4,0,0,"[0.9990946054458618, 0.0009053641115315259]"
Benign_27,img_original,4,0,0,"[0.7953490018844604, 0.20465096831321716]"
Benign_30,img_original,4,0,0,"[0.9680982232093811, 0.031901765614748]"
Benign_31,img_original,4,0,0,"[0.6409714221954346, 0.35902854800224304]"
Benign_33,img_original,4,0,0,"[0.9898916482925415, 0.010108363814651966]"
Benign_37,img_original,4,0,0,"[0.5538679957389832, 0.44613200426101685]"
Benign_42,img_original,4,0,0,"[0.9998714923858643, 0.00012850532948505133]"
Benign_46,img_original,4,0,0,"[0.9999597072601318, 4.023959263577126e-05]"
Benign_47,img_original,4,0,0,"[0.9380599856376648, 0.061940014362335205]"
Benign_53,img_original,4,0,0,"[0.9999653100967407, 3.467982969596051e-05]"
Benign_66,img_original,4,0,0,"[0.9979379773139954, 0.002061995677649975]"
Benign_74,img_original,4,0,0,"[0.9999960660934448, 3.918171387340408e-06]"
Malignant_5,img_original,4,1,1,"[0.13869738578796387, 0.8613026142120361]"
Malignant_12,img_original,4,1,1,"[0.0003021334414370358, 0.9996979236602783]"
Malignant_22,img_original,4,1,1,"[0.0271576140075922, 0.9728423953056335]"
Malignant_23,img_original,4,1,1,"[0.00022716332750860602, 0.999772846698761]"
Malignant_28,img_original,4,1,1,"[0.0004802512121386826, 0.9995197057723999]"
Malignant_30,img_original,4,1,1,"[9.685376426205039e-06, 0.9999903440475464]"
Malignant_33,img_original,4,1,1,"[8.972535579232499e-05, 0.9999102354049683]"
Malignant_42,img_original,4,1,1,"[0.02264522574841976, 0.9773548245429993]"
Malignant_44,img_original,4,1,1,"[0.0020243783947080374, 0.9979756474494934]"
Malignant_49,img_original,4,1,1,"[0.00011550667113624513, 0.9998844861984253]"
Malignant_52,img_original,4,1,1,"[6.136846059234813e-05, 0.9999386072158813]"
Malignant_61,img_original,4,1,1,"[3.017014569195453e-05, 0.9999698400497437]"
Malignant_63,img_original,4,1,1,"[1.030683870339999e-05, 0.9999897480010986]"
Malignant_71,img_original,4,1,1,"[0.045252662152051926, 0.9547473788261414]"
Malignant_75,img_original,4,1,1,"[0.0015028886264190078, 0.9984971284866333]"
Malignant_79,img_original,4,1,1,"[0.0001861927448771894, 0.9998138546943665]"
Malignant_80,img_original,4,1,1,"[8.92399184522219e-05, 0.9999107122421265]"
Malignant_85,img_original,4,1,1,"[0.0038006757386028767, 0.9961993098258972]"
Benign_2,img_original,5,0,0,"[0.9914531707763672, 0.00854678638279438]"
Benign_6,img_original,5,0,0,"[0.9996764659881592, 0.0003236067423131317]"
Benign_11,img_original,5,0,0,"[0.9999457597732544, 5.418803630163893e-05]"
Benign_21,img_original,5,0,0,"[0.9976527094841003, 0.0023473496548831463]"
Benign_25,img_original,5,0,0,"[0.9767846465110779, 0.023215310648083687]"
Benign_45,img_original,5,0,0,"[0.997590184211731, 0.0024098700378090143]"
Benign_48,img_original,5,0,0,"[0.9998358488082886, 0.0001640882546780631]"
Benign_55,img_original,5,0,0,"[0.997065007686615, 0.002935027005150914]"
Benign_56,img_original,5,0,0,"[0.5039891004562378, 0.4960108995437622]"
Benign_59,img_original,5,0,0,"[0.9992480874061584, 0.0007518904167227447]"
Benign_60,img_original,5,0,0,"[0.9997836947441101, 0.00021633108553942293]"
Benign_64,img_original,5,0,0,"[0.9999803304672241, 1.968007745745126e-05]"
Benign_71,img_original,5,0,0,"[0.9998352527618408, 0.00016467021487187594]"
Benign_72,img_original,5,0,0,"[0.9998728036880493, 0.0001272109366254881]"
Malignant_3,img_original,5,1,1,"[0.035517990589141846, 0.9644819498062134]"
Malignant_7,img_original,5,1,0,"[0.9299643039703369, 0.07003570348024368]"
Malignant_16,img_original,5,1,1,"[0.03001764602959156, 0.9699823260307312]"
Malignant_18,img_original,5,1,1,"[0.0028218210209161043, 0.9971781969070435]"
Malignant_24,img_original,5,1,1,"[0.010157468728721142, 0.9898425936698914]"
Malignant_25,img_original,5,1,1,"[0.020840870216488838, 0.9791591167449951]"
Malignant_29,img_original,5,1,1,"[0.057057738304138184, 0.9429423213005066]"
Malignant_38,img_original,5,1,1,"[0.0015325791900977492, 0.9984673857688904]"
Malignant_39,img_original,5,1,1,"[0.3989280164241791, 0.6010720133781433]"
Malignant_40,img_original,5,1,1,"[0.0010109503054991364, 0.9989890456199646]"
Malignant_43,img_original,5,1,1,"[0.001189405214972794, 0.9988106489181519]"
Malignant_51,img_original,5,1,1,"[0.07312516868114471, 0.9268748164176941]"
Malignant_57,img_original,5,1,0,"[0.5254268050193787, 0.47457316517829895]"
Malignant_59,img_original,5,1,1,"[0.044119007885456085, 0.9558809995651245]"
Malignant_68,img_original,5,1,1,"[0.0029880490619689226, 0.9970118999481201]"
Malignant_73,img_original,5,1,1,"[0.040249425917863846, 0.9597505927085876]"
Malignant_89,img_original,5,1,1,"[0.004706846084445715, 0.9952930808067322]"
Malignant_90,img_original,5,1,1,"[0.053379613906145096, 0.9466203451156616]"
Malignant_91,img_original,5,1,1,"[0.02180979959666729, 0.9781901836395264]"
Benign_1,recplot,1,0,0,"[0.9393442273139954, 0.06065576151013374]"
Benign_4,recplot,1,0,0,"[0.9961320161819458, 0.003868012921884656]"
Benign_7,recplot,1,0,0,"[0.9784364104270935, 0.02156360074877739]"
Benign_9,recplot,1,0,0,"[0.9991781115531921, 0.0008218163857236505]"
Benign_13,recplot,1,0,0,"[0.9994226694107056, 0.0005773999146185815]"
Benign_15,recplot,1,0,1,"[0.0006207342958077788, 0.9993792772293091]"
Benign_26,recplot,1,0,0,"[0.605029284954071, 0.3949706554412842]"
Benign_36,recplot,1,0,0,"[0.9992927312850952, 0.0007072509033605456]"
Benign_38,recplot,1,0,0,"[0.9987388253211975, 0.0012611636193469167]"
Benign_41,recplot,1,0,0,"[0.9899346232414246, 0.010065335780382156]"
Benign_43,recplot,1,0,0,"[0.9999364614486694, 6.347792077576742e-05]"
Benign_57,recplot,1,0,0,"[0.9995506405830383, 0.00044939020881429315]"
Benign_65,recplot,1,0,1,"[0.4895613491535187, 0.5104386806488037]"
Benign_68,recplot,1,0,0,"[0.9998241066932678, 0.00017593939264770597]"
Benign_73,recplot,1,0,0,"[0.9992324113845825, 0.0007675893139094114]"
Malignant_6,recplot,1,1,1,"[0.00028857123106718063, 0.9997114539146423]"
Malignant_8,recplot,1,1,1,"[0.00025126917171292007, 0.9997487664222717]"
Malignant_15,recplot,1,1,1,"[0.00038588792085647583, 0.9996141195297241]"
Malignant_17,recplot,1,1,1,"[9.931719250744209e-05, 0.9999006986618042]"
Malignant_19,recplot,1,1,1,"[0.2353401780128479, 0.7646598219871521]"
Malignant_20,recplot,1,1,1,"[3.711896715685725e-05, 0.9999629259109497]"
Malignant_32,recplot,1,1,1,"[0.026035208255052567, 0.9739648103713989]"
Malignant_35,recplot,1,1,1,"[0.4622308313846588, 0.5377691984176636]"
Malignant_46,recplot,1,1,1,"[0.00011324312072247267, 0.9998867511749268]"
Malignant_47,recplot,1,1,1,"[0.001187033485621214, 0.9988130331039429]"
Malignant_65,recplot,1,1,1,"[0.00013844390923622996, 0.999861478805542]"
Malignant_66,recplot,1,1,0,"[0.7664062976837158, 0.2335936725139618]"
Malignant_69,recplot,1,1,1,"[4.466373138711788e-05, 0.9999552965164185]"
Malignant_74,recplot,1,1,1,"[2.7014371880795807e-05, 0.999972939491272]"
Malignant_76,recplot,1,1,1,"[0.00010097624181071296, 0.9998990297317505]"
Malignant_77,recplot,1,1,0,"[0.9965972304344177, 0.0034027595538645983]"
Malignant_78,recplot,1,1,1,"[7.112349703675136e-05, 0.9999288320541382]"
Malignant_82,recplot,1,1,1,"[0.00020093959756195545, 0.9997990727424622]"
Benign_3,recplot,2,0,0,"[0.961414098739624, 0.03858588635921478]"
Benign_5,recplot,2,0,0,"[0.9643146395683289, 0.035685375332832336]"
Benign_16,recplot,2,0,1,"[0.0008098288672044873, 0.9991901516914368]"
Benign_22,recplot,2,0,0,"[0.999661922454834, 0.0003380341804586351]"
Benign_32,recplot,2,0,0,"[0.9866523146629333, 0.01334767322987318]"
Benign_34,recplot,2,0,0,"[0.999039351940155, 0.0009606530074961483]"
Benign_39,recplot,2,0,1,"[0.00012826049351133406, 0.9998717308044434]"
Benign_49,recplot,2,0,1,"[0.29989001154899597, 0.7001100182533264]"
Benign_50,recplot,2,0,1,"[0.3507029712200165, 0.6492970585823059]"
Benign_52,recplot,2,0,1,"[0.4234817624092102, 0.576518177986145]"
Benign_54,recplot,2,0,0,"[0.9863225221633911, 0.013677520677447319]"
Benign_62,recplot,2,0,0,"[0.5353496670722961, 0.46465036273002625]"
Benign_67,recplot,2,0,0,"[0.9924351572990417, 0.007564758416265249]"
Benign_69,recplot,2,0,0,"[0.7943921685218811, 0.20560787618160248]"
Benign_70,recplot,2,0,0,"[0.8706746697425842, 0.12932534515857697]"
Malignant_1,recplot,2,1,1,"[0.13101740181446075, 0.8689826130867004]"
Malignant_4,recplot,2,1,1,"[7.719042514509056e-06, 0.9999922513961792]"
Malignant_10,recplot,2,1,1,"[0.0004953824100084603, 0.999504566192627]"
Malignant_11,recplot,2,1,1,"[0.18364548683166504, 0.8163545727729797]"
Malignant_14,recplot,2,1,1,"[0.000305683322949335, 0.9996943473815918]"
Malignant_21,recplot,2,1,0,"[0.7446245551109314, 0.2553754448890686]"
Malignant_31,recplot,2,1,1,"[5.135643277753843e-06, 0.9999948740005493]"
Malignant_34,recplot,2,1,1,"[0.00020225765183568, 0.9997977614402771]"
Malignant_53,recplot,2,1,1,"[0.010607147589325905, 0.989392876625061]"
Malignant_54,recplot,2,1,1,"[0.3734908998012543, 0.6265091300010681]"
Malignant_60,recplot,2,1,1,"[1.987991163332481e-05, 0.999980092048645]"
Malignant_64,recplot,2,1,1,"[0.0015336807118728757, 0.9984663724899292]"
Malignant_67,recplot,2,1,1,"[1.7992499579122523e-06, 0.9999982118606567]"
Malignant_70,recplot,2,1,1,"[9.833186049945652e-05, 0.9999016523361206]"
Malignant_72,recplot,2,1,1,"[0.0013501677894964814, 0.9986498951911926]"
Malignant_83,recplot,2,1,1,"[1.860241718532052e-05, 0.9999814033508301]"
Malignant_86,recplot,2,1,1,"[2.4714790924917907e-06, 0.9999974966049194]"
Malignant_87,recplot,2,1,1,"[0.008133367635309696, 0.9918666481971741]"
Benign_8,recplot,3,0,0,"[0.9998846054077148, 0.00011533211363712326]"
Benign_12,recplot,3,0,0,"[0.9489309191703796, 0.05106907710433006]"
Benign_19,recplot,3,0,0,"[0.8573804497718811, 0.1426195353269577]"
Benign_20,recplot,3,0,0,"[0.8888909816741943, 0.11110901832580566]"
Benign_23,recplot,3,0,0,"[0.9795935153961182, 0.020406465977430344]"
Benign_24,recplot,3,0,0,"[0.9754617214202881, 0.024538274854421616]"
Benign_28,recplot,3,0,0,"[0.9998997449874878, 0.00010027740063378587]"
Benign_29,recplot,3,0,0,"[0.9998339414596558, 0.0001660191483097151]"
Benign_35,recplot,3,0,0,"[0.9998332262039185, 0.00016669757314957678]"
Benign_40,recplot,3,0,0,"[0.9998968839645386, 0.00010315129475202411]"
Benign_44,recplot,3,0,0,"[0.9992396831512451, 0.0007603427511639893]"
Benign_51,recplot,3,0,0,"[0.7372676730155945, 0.2627323567867279]"
Benign_58,recplot,3,0,0,"[0.8792127966880798, 0.12078724056482315]"
Benign_61,recplot,3,0,0,"[0.9937645196914673, 0.006235417444258928]"
Benign_63,recplot,3,0,0,"[0.8002581596374512, 0.19974182546138763]"
Malignant_2,recplot,3,1,1,"[0.011936305090785027, 0.988063633441925]"
Malignant_9,recplot,3,1,1,"[0.010381972417235374, 0.9896180033683777]"
Malignant_13,recplot,3,1,1,"[0.0015173343708738685, 0.9984826445579529]"
Malignant_26,recplot,3,1,1,"[0.006046226713806391, 0.9939537644386292]"
Malignant_27,recplot,3,1,1,"[0.003220610087737441, 0.9967793822288513]"
Malignant_36,recplot,3,1,1,"[0.2850840985774994, 0.7149158120155334]"
Malignant_37,recplot,3,1,1,"[0.057846684008836746, 0.9421533346176147]"
Malignant_41,recplot,3,1,1,"[0.00017290179675910622, 0.9998270869255066]"
Malignant_45,recplot,3,1,1,"[5.142146983416751e-05, 0.9999486207962036]"
Malignant_48,recplot,3,1,1,"[0.007597398478537798, 0.9924026727676392]"
Malignant_50,recplot,3,1,0,"[0.9906314611434937, 0.009368561208248138]"
Malignant_55,recplot,3,1,1,"[0.022301124408841133, 0.977698802947998]"
Malignant_56,recplot,3,1,1,"[0.04650785028934479, 0.9534921050071716]"
Malignant_58,recplot,3,1,0,"[0.7095631957054138, 0.2904367744922638]"
Malignant_62,recplot,3,1,0,"[0.8484929800033569, 0.15150701999664307]"
Malignant_81,recplot,3,1,1,"[0.0063287061639130116, 0.9936712980270386]"
Malignant_84,recplot,3,1,1,"[4.8612302634865046e-05, 0.9999513626098633]"
Malignant_88,recplot,3,1,1,"[0.00034691760083660483, 0.9996531009674072]"
Benign_10,recplot,4,0,0,"[0.9986445307731628, 0.0013554339529946446]"
Benign_14,recplot,4,0,0,"[0.9812084436416626, 0.018791569396853447]"
Benign_17,recplot,4,0,0,"[0.998830258846283, 0.0011697241570800543]"
Benign_18,recplot,4,0,0,"[0.9933457374572754, 0.0066542173735797405]"
Benign_27,recplot,4,0,0,"[0.9991371035575867, 0.0008628802606835961]"
Benign_30,recplot,4,0,1,"[0.0058067478239536285, 0.9941932559013367]"
Benign_31,recplot,4,0,0,"[0.9986530542373657, 0.0013469541445374489]"
Benign_33,recplot,4,0,0,"[0.9995937943458557, 0.0004062633670400828]"
Benign_37,recplot,4,0,1,"[0.006413260940462351, 0.9935867190361023]"
Benign_42,recplot,4,0,0,"[0.8084676861763, 0.19153235852718353]"
Benign_46,recplot,4,0,0,"[0.9973032474517822, 0.0026966927107423544]"
Benign_47,recplot,4,0,0,"[0.9907978773117065, 0.009202089160680771]"
Benign_53,recplot,4,0,0,"[0.9984647035598755, 0.0015352789778262377]"
Benign_66,recplot,4,0,0,"[0.9974935054779053, 0.0025064931251108646]"
Benign_74,recplot,4,0,0,"[0.9967886209487915, 0.0032114586792886257]"
Malignant_5,recplot,4,1,1,"[0.0002628816873766482, 0.9997370839118958]"
Malignant_12,recplot,4,1,1,"[0.08387958258390427, 0.9161204695701599]"
Malignant_22,recplot,4,1,1,"[0.10772392153739929, 0.8922761082649231]"
Malignant_23,recplot,4,1,1,"[0.0002662645420059562, 0.9997337460517883]"
Malignant_28,recplot,4,1,1,"[0.014403027482330799, 0.9855969548225403]"
Malignant_30,recplot,4,1,1,"[0.008666394278407097, 0.991333544254303]"
Malignant_33,recplot,4,1,1,"[0.0003503595944494009, 0.9996496438980103]"
Malignant_42,recplot,4,1,1,"[0.0019100831123068929, 0.9980898499488831]"
Malignant_44,recplot,4,1,1,"[4.323341727285879e-06, 0.9999957084655762]"
Malignant_49,recplot,4,1,1,"[0.24734598398208618, 0.7526540756225586]"
Malignant_52,recplot,4,1,1,"[0.4251399040222168, 0.5748600959777832]"
Malignant_61,recplot,4,1,1,"[0.0032067999709397554, 0.9967932105064392]"
Malignant_63,recplot,4,1,1,"[0.004084068816155195, 0.995915949344635]"
Malignant_71,recplot,4,1,0,"[0.9829720854759216, 0.017027925699949265]"
Malignant_75,recplot,4,1,1,"[0.05214761942625046, 0.947852373123169]"
Malignant_79,recplot,4,1,1,"[0.008802950382232666, 0.9911971092224121]"
Malignant_80,recplot,4,1,1,"[0.00031103158835321665, 0.999688982963562]"
Malignant_85,recplot,4,1,1,"[0.0394374243915081, 0.960562527179718]"
Benign_2,recplot,5,0,0,"[0.9999464750289917, 5.3534397011389956e-05]"
Benign_6,recplot,5,0,1,"[0.046183668076992035, 0.9538163542747498]"
Benign_11,recplot,5,0,0,"[0.9970806241035461, 0.002919403836131096]"
Benign_21,recplot,5,0,0,"[0.9992982149124146, 0.0007017967873252928]"
Benign_25,recplot,5,0,0,"[0.9976600408554077, 0.002339939819648862]"
Benign_45,recplot,5,0,1,"[0.2892771363258362, 0.7107228636741638]"
Benign_48,recplot,5,0,0,"[0.9999735355377197, 2.6522217012825422e-05]"
Benign_55,recplot,5,0,0,"[0.9921976923942566, 0.007802329491823912]"
Benign_56,recplot,5,0,1,"[0.20292502641677856, 0.7970749139785767]"
Benign_59,recplot,5,0,0,"[0.9992702603340149, 0.0007297564297914505]"
Benign_60,recplot,5,0,0,"[0.9986820816993713, 0.0013178774388507009]"
Benign_64,recplot,5,0,0,"[0.9997819066047668, 0.00021806232689414173]"
Benign_71,recplot,5,0,1,"[0.024148309603333473, 0.9758516550064087]"
Benign_72,recplot,5,0,0,"[0.9999653100967407, 3.47413333656732e-05]"
Malignant_3,recplot,5,1,1,"[0.0002036926889559254, 0.9997963309288025]"
Malignant_7,recplot,5,1,1,"[0.011520909145474434, 0.9884790778160095]"
Malignant_16,recplot,5,1,1,"[0.02045980840921402, 0.979540228843689]"
Malignant_18,recplot,5,1,1,"[0.004977086093276739, 0.9950228929519653]"
Malignant_24,recplot,5,1,1,"[0.0439329594373703, 0.9560670852661133]"
Malignant_25,recplot,5,1,1,"[0.0010448636021465063, 0.9989551305770874]"
Malignant_29,recplot,5,1,1,"[0.00048827071441337466, 0.99951171875]"
Malignant_38,recplot,5,1,1,"[0.008023705333471298, 0.9919763207435608]"
Malignant_39,recplot,5,1,1,"[0.010976061224937439, 0.9890239238739014]"
Malignant_40,recplot,5,1,1,"[0.1918199509382248, 0.808180034160614]"
Malignant_43,recplot,5,1,1,"[0.00017672457033768296, 0.999823272228241]"
Malignant_51,recplot,5,1,1,"[0.27361932396888733, 0.7263807654380798]"
Malignant_57,recplot,5,1,1,"[0.001404930604621768, 0.9985950589179993]"
Malignant_59,recplot,5,1,1,"[0.0004193887289147824, 0.9995805621147156]"
Malignant_68,recplot,5,1,0,"[0.9363657832145691, 0.0636342242360115]"
Malignant_73,recplot,5,1,1,"[0.040570199489593506, 0.9594297409057617]"
Malignant_89,recplot,5,1,1,"[0.0003201623912900686, 0.9996798038482666]"
Malignant_90,recplot,5,1,1,"[0.025829631835222244, 0.9741703271865845]"
Malignant_91,recplot,5,1,1,"[0.0003771468182094395, 0.9996228218078613]"
Benign_1,mtf,1,0,1,"[0.4743548631668091, 0.5256451368331909]"
Benign_4,mtf,1,0,0,"[0.5509353280067444, 0.4490646719932556]"
Benign_7,mtf,1,0,0,"[0.5979611277580261, 0.40203890204429626]"
Benign_9,mtf,1,0,1,"[0.2691565752029419, 0.7308434247970581]"
Benign_13,mtf,1,0,1,"[0.0001304928882746026, 0.9998694658279419]"
Benign_15,mtf,1,0,0,"[0.6444141864776611, 0.35558584332466125]"
Benign_26,mtf,1,0,0,"[0.97298663854599, 0.02701336145401001]"
Benign_36,mtf,1,0,0,"[0.9939931035041809, 0.006006889045238495]"
Benign_38,mtf,1,0,1,"[0.0051465691067278385, 0.9948534369468689]"
Benign_41,mtf,1,0,0,"[0.9999871253967285, 1.2906547453894746e-05]"
Benign_43,mtf,1,0,0,"[0.989875853061676, 0.010124178603291512]"
Benign_57,mtf,1,0,0,"[0.8221796751022339, 0.1778203397989273]"
Benign_65,mtf,1,0,1,"[0.43675118684768677, 0.5632488131523132]"
Benign_68,mtf,1,0,0,"[0.9881495237350464, 0.01185042317956686]"
Benign_73,mtf,1,0,1,"[2.2516669559990987e-06, 0.9999977350234985]"
Malignant_6,mtf,1,1,1,"[0.05364619940519333, 0.9463537931442261]"
Malignant_8,mtf,1,1,0,"[0.5644798874855042, 0.43552014231681824]"
Malignant_15,mtf,1,1,0,"[0.8029336929321289, 0.1970662772655487]"
