id,combinacao,fold,y_true,y_pred,y_prob
Benign_32,img_original,1,0,0,"[0.9079704284667969, 0.09202954918146133]"
Malignant_1,img_original,1,1,1,"[0.09034162759780884, 0.9096584320068359]"
Malignant_12,img_original,1,1,1,"[0.2492317408323288, 0.7507681846618652]"
Malignant_13,img_original,1,1,1,"[0.05852993577718735, 0.9414701461791992]"
Malignant_18,img_original,1,1,1,"[0.24437552690505981, 0.755624532699585]"
Malignant_19,img_original,1,1,1,"[0.0468868762254715, 0.9531131386756897]"
Benign_5,img_original,2,0,0,"[0.9446104168891907, 0.055389560759067535]"
Benign_6,img_original,2,0,0,"[0.9144230484962463, 0.08557695895433426]"
Benign_9,img_original,2,0,0,"[0.955229640007019, 0.04477038234472275]"
Benign_14,img_original,2,0,0,"[0.9589494466781616, 0.04105053469538689]"
Benign_15,img_original,2,0,0,"[0.6216604709625244, 0.3783394992351532]"
Benign_27,img_original,2,0,0,"[0.7893580794334412, 0.21064187586307526]"
Benign_28,img_original,2,0,0,"[0.7820513248443604, 0.21794870495796204]"
Malignant_2,img_original,2,1,1,"[0.2663741111755371, 0.7336258292198181]"
Malignant_6,img_original,2,1,0,"[0.9476555585861206, 0.05234445258975029]"
Malignant_15,img_original,2,1,1,"[0.2497875839471817, 0.7502124309539795]"
Malignant_17,img_original,2,1,0,"[0.5772876739501953, 0.4227123558521271]"
Malignant_26,img_original,2,1,1,"[0.17833130061626434, 0.8216686844825745]"
Benign_10,img_original,1,0,1,"[0.332687646150589, 0.6673123836517334]"
Benign_11,img_original,1,0,0,"[0.8322498798370361, 0.16775013506412506]"
Benign_13,img_original,1,0,1,"[0.3894222676753998, 0.6105777621269226]"
Benign_17,img_original,1,0,0,"[0.689516544342041, 0.310483455657959]"
Benign_18,img_original,1,0,1,"[0.3753507733345032, 0.6246492266654968]"
Benign_20,img_original,1,0,1,"[0.4089149236679077, 0.5910851359367371]"
Benign_32,img_original,1,0,0,"[0.8903927206993103, 0.10960723459720612]"
Malignant_1,img_original,1,1,1,"[0.10614759474992752, 0.8938524127006531]"
Malignant_12,img_original,1,1,1,"[0.3127971589565277, 0.6872028112411499]"
Malignant_13,img_original,1,1,1,"[0.05493859946727753, 0.9450613856315613]"
Malignant_18,img_original,1,1,1,"[0.07302619516849518, 0.926973819732666]"
Malignant_19,img_original,1,1,1,"[0.04038926213979721, 0.9596107006072998]"
Benign_5,img_original,2,0,0,"[0.9749259352684021, 0.025074053555727005]"
Benign_6,img_original,2,0,0,"[0.7730021476745605, 0.22699783742427826]"
Benign_9,img_original,2,0,0,"[0.9442378282546997, 0.0557621493935585]"
Benign_14,img_original,2,0,0,"[0.9423815011978149, 0.057618461549282074]"
Benign_15,img_original,2,0,0,"[0.7184540629386902, 0.28154587745666504]"
Benign_27,img_original,2,0,0,"[0.8000675439834595, 0.1999325156211853]"
Benign_28,img_original,2,0,0,"[0.8787054419517517, 0.1212945431470871]"
Malignant_2,img_original,2,1,1,"[0.09990879893302917, 0.9000912308692932]"
Malignant_6,img_original,2,1,0,"[0.8999212384223938, 0.10007867962121964]"
Malignant_15,img_original,2,1,1,"[0.4217345714569092, 0.5782654881477356]"
Malignant_17,img_original,2,1,1,"[0.45989730954170227, 0.5401026606559753]"
Malignant_26,img_original,2,1,1,"[0.08976471424102783, 0.9102352857589722]"
Benign_2,img_original,3,0,0,"[0.6983077526092529, 0.30169227719306946]"
Benign_4,img_original,3,0,1,"[0.3172104060649872, 0.6827895641326904]"
Benign_12,img_original,3,0,0,"[0.8918954133987427, 0.1081046611070633]"
Benign_24,img_original,3,0,0,"[0.939619779586792, 0.06038018316030502]"
Benign_29,img_original,3,0,0,"[0.9837732315063477, 0.016226772218942642]"
Benign_31,img_original,3,0,0,"[0.5176204442977905, 0.4823794960975647]"
Malignant_4,img_original,3,1,0,"[0.7147478461265564, 0.2852521538734436]"
Malignant_9,img_original,3,1,1,"[0.3410133719444275, 0.6589865684509277]"
Malignant_10,img_original,3,1,1,"[0.07673148810863495, 0.9232684969902039]"
Malignant_21,img_original,3,1,1,"[0.24363188445568085, 0.756368100643158]"
Malignant_24,img_original,3,1,1,"[0.10427383333444595, 0.8957261443138123]"
Malignant_25,img_original,3,1,1,"[0.22045470774173737, 0.7795453667640686]"
Benign_3,img_original,4,0,1,"[0.4237528443336487, 0.5762470960617065]"
Benign_8,img_original,4,0,0,"[0.8830018043518066, 0.11699819564819336]"
Benign_16,img_original,4,0,1,"[0.4390318691730499, 0.5609681010246277]"
Benign_21,img_original,4,0,0,"[0.7121584415435791, 0.2878415584564209]"
Benign_23,img_original,4,0,1,"[0.24425877630710602, 0.7557411789894104]"
Benign_26,img_original,4,0,0,"[0.7979820370674133, 0.20201796293258667]"
Malignant_5,img_original,4,1,1,"[0.4093058407306671, 0.5906941294670105]"
Malignant_14,img_original,4,1,1,"[0.32360509037971497, 0.6763949394226074]"
Malignant_16,img_original,4,1,1,"[0.08927308022975922, 0.9107269048690796]"
Malignant_20,img_original,4,1,0,"[0.7001008987426758, 0.2998991012573242]"
Malignant_22,img_original,4,1,1,"[0.43067750334739685, 0.5693225264549255]"
Benign_1,img_original,5,0,0,"[0.8886264562606812, 0.11137356609106064]"
Benign_7,img_original,5,0,0,"[0.9069423079490662, 0.09305766224861145]"
Benign_19,img_original,5,0,0,"[0.7407746911048889, 0.2592252790927887]"
Benign_22,img_original,5,0,0,"[0.8333089351654053, 0.16669103503227234]"
Benign_25,img_original,5,0,0,"[0.8740294575691223, 0.12597046792507172]"
Benign_30,img_original,5,0,0,"[0.8780583739280701, 0.12194161862134933]"
Malignant_3,img_original,5,1,1,"[0.20981532335281372, 0.790184736251831]"
Malignant_7,img_original,5,1,1,"[0.37698695063591003, 0.6230130791664124]"
Malignant_8,img_original,5,1,1,"[0.24668334424495697, 0.7533166408538818]"
Malignant_11,img_original,5,1,1,"[0.39851289987564087, 0.6014871001243591]"
Malignant_23,img_original,5,1,1,"[0.3446079194545746, 0.655392050743103]"
